========= Job started  at Wed Mar 25 11:37:38 CET 2026 ==========
My jobid: 4587072
My array id: 5
cuequivariance or cuequivariance_torch is not available. Cuequivariance acceleration will be disabled.
['Ag', 'Pt', 'Pd', 'Ir', 'Au']
Using float32 for MACECalculator, which is faster but less accurate. Recommended for MD. Use float64 for geometry optimization.
      Step     Time          Energy          fmax
BFGS:   22 11:43:23     -354.762787        0.072544
BFGS:   23 11:43:23     -354.767059        0.056080
BFGS:   24 11:43:23     -354.772369        0.053603
BFGS:   25 11:43:23     -354.777649        0.061996
BFGS:   26 11:43:23     -354.781738        0.054114
BFGS:   27 11:43:23     -354.785004        0.036809
      Step     Time          Energy          fmax
BFGS:    0 11:43:23     -369.182068        2.103145
BFGS:    1 11:43:23     -370.124146        1.979612
BFGS:    2 11:43:23     -373.772644        0.975044
BFGS:    3 11:43:23     -373.941589        1.165866
BFGS:    4 11:43:23     -374.280640        0.953162
BFGS:    5 11:43:23     -374.849854        0.868338
BFGS:    6 11:43:23     -374.993164        0.783618
BFGS:    7 11:43:23     -375.168762        0.551218
BFGS:    8 11:43:24     -375.358582        0.615448
BFGS:    9 11:43:24     -375.659119        0.599113
BFGS:   10 11:43:24     -375.914215        0.584201
BFGS:   11 11:43:24     -376.146423        0.495332
BFGS:   12 11:43:24     -376.317474        0.570911
BFGS:   13 11:43:24     -376.477112        0.620025
BFGS:   14 11:43:24     -376.612885        0.468246
BFGS:   15 11:43:24     -376.688263        0.306963
BFGS:   16 11:43:24     -376.742981        0.322071
BFGS:   17 11:43:24     -376.791779        0.266735
BFGS:   18 11:43:24     -376.826752        0.163822
BFGS:   19 11:43:24     -376.844757        0.159270
BFGS:   20 11:43:24     -376.857819        0.190975
BFGS:   21 11:43:24     -376.872559        0.166553
BFGS:   22 11:43:24     -376.885590        0.104447
BFGS:   23 11:43:24     -376.893799        0.089834
BFGS:   24 11:43:24     -376.899109        0.076061
BFGS:   25 11:43:25     -376.904755        0.079599
BFGS:   26 11:43:25     -376.911316        0.059766
BFGS:   27 11:43:25     -376.916321        0.063817
BFGS:   28 11:43:25     -376.919586        0.049295
      Step     Time          Energy          fmax
BFGS:    0 11:43:25     -340.048309        1.810435
BFGS:    1 11:43:25     -340.455811        1.715614
BFGS:    2 11:43:25     -342.379181        0.786780
BFGS:    3 11:43:25     -342.563049        1.413704
BFGS:    4 11:43:25     -342.766693        1.297161
BFGS:    5 11:43:25     -343.454865        0.767834
BFGS:    6 11:43:25     -343.568176        0.536726
BFGS:    7 11:43:25     -343.851440        0.554489
BFGS:    8 11:43:25     -344.050781        0.417666
BFGS:    9 11:43:25     -344.192993        0.498355
BFGS:   10 11:43:25     -344.288177        0.478635
BFGS:   11 11:43:25     -344.418182        0.562540
BFGS:   12 11:43:25     -344.514435        0.381872
BFGS:   13 11:43:26     -344.584656        0.297337
BFGS:   14 11:43:26     -344.629059        0.313251
BFGS:   15 11:43:26     -344.668488        0.293983
BFGS:   16 11:43:26     -344.712463        0.274236
